la,lo,0,1,2,3,4,5,6
0.7458676915425932,0.022556388554630748,0.3137254840445984,0.19597069596365832,0.3210515832859885,0.2463062457818749,0.31587628859466466,0.13218269502864738,0.3006376582171088
0.6219007622003336,0.1321159901056935,0.490196068819685,0.0077210371325245625,0.02569209320340727,0.0119207521816722,0.022061855665554256,0.04578777276557519,0.3351056699872232
0.18491733626887075,0.5520944627181028,0.7450980246059211,0.07369101486483907,0.09480183228544076,0.14397246472935085,0.09072164946583057,0.17582700237198534,0.4299990851074145
0.22623964604962296,0.5767990787541265,0.3529411695501732,0.14296487825386178,0.19239195375574747,0.15723640025543684,0.18309278346740354,0.1291176092945688,0.4376586432785512
0.14256196874359772,0.6562834955656823,0.6078431253364094,0.14540688069577656,0.14180442140175176,0.17041638682249693,0.12865979378790518,,0.4212756994125091
0.1838842785243514,0.5467238940146188,0.3333333267973857,0.14896214895679946,0.15933081056376602,0.26888851575983136,0.16185567006972046,0.3544049017353761,0.5699987872354101
0.1807851052907948,0.5585391451622832,0.9999999803921572,0.08169934640229479,0.08663612824404777,0.10317327064278264,0.08453608245679667,0.305719610565148,0.6525518030798816
0.5960743185873629,0.1783028809556515,0.5686274398308345,0.062414709471291574,0.05118502289360983,0.061954331761085085,0.05917525771975767,0.4083964916707517,0.5172329420564696
0.6539255522804176,0.13533833132778372,0.09803921376393697,0.111757523518216,0.19597689699343215,0.15706850233738512,0.17608247419049844,0.13118427302415253,0.3006376582171088
0.6456610903242671,0.14393124125335713,0.3529411695501732,0.18465847876949446,0.15216092408839654,0.19736400266979814,0.15422680409191197,0.3701492487293335,0.5429775681316785
0.4628098695444351,0.19978515576958572,0.41176469780853536,0.0907850319582423,0.08703445527045718,0.08755876426397256,0.08639175255950685,0.31066982875526594,0.6648922023556015
0.25206608966259364,0.5821696474576105,0.41176469780853536,0.08284852402201938,0.07030472016126177,0.08923774344448977,0.06907216493421192,0.3118148721730083,0.2570207297425813
0.3491735176473632,0.5402792115704392,0.6078431253364094,0.16357825180767155,0.1808404699898744,0.2282572195913149,0.17546391748959506,0.13855025354682438,0.1195742136716314
0.19524791371405845,0.871106243705022,0.5294117543252598,0.061804208860812886,0.0742879904253559,0.08294157151755023,0.07525773194324582,,0.06340412041663017
0.7510329802651871,0.13533833132778372,0.2745097985390236,0.07914960855853086,0.0928101971533937,0.05288784418629215,0.07113402060388989,0.1400234496513587,0.2325526966958952
0.6425619170907105,0.1278195351429068,0.6078431253364094,0.10615528262205864,0.09719179444389726,0.11307924780783417,0.09814432987667128,0.30784213007120703,0.4117012516985885
0.3347107092240996,0.5445756665332259,0.6274509680891968,0.024024994612367127,0.040031866154146216,0.04827065143986983,0.03855670102297799,0.024031947828470547,0.10914870393869557
0.6404958016016733,0.12996776262430054,0.4705882260668976,0.11089564030342257,0.08544114716481953,0.09024513095280012,0.08164948451924753,0.3716154628618084,0.6882964078785188
0.5960743185873629,0.17722876721495498,0.41176469780853536,0.12231559289943562,0.2405895239512867,0.30179650769796873,0.2241237112939951,0.10611899333089013,0.13574439203291966
0.6219007622003336,0.1675617435486851,0.7058823391003464,0.06374344609409813,0.08364867554597716,0.0894056413625415,0.08494845359073228,0.1604108080648201,0.4563820076968849
0.29648757267690395,0.6337271070110516,0.058823528258362186,0.5169144580723654,0.4532961560539143,,,,0.2465952200096455
0.6239668776893724,0.17615465347425852,0.7843137101114959,0.05932629461828176,0.05118502289360983,0.06161853592498165,0.051546391741949193,0.2859745935811519,0.8953172440039588
0.6663222452146441,0.15896883362311096,0.0784313710111496,0.1620340443811666,,,0.1863917525388883,0.23978186643613125,
0.21074377988184145,0.8195487841515808,0.3529411695501732,0.1213818860834094,0.14439354707341295,0.11736064471815305,0.13979381440416622,0.13526872667890422,0.11574443458606312
0.6415288593461912,0.15896883362311096,0.6078431253364094,,0.053176658025656916,0.11030893215998078,0.05319587627769157,0.13827097466444818,0.2697866600278089
0.3295454205015057,0.6777657703796166,0.3137254840445984,0.2733247144913695,,0.2579751510864695,0.2519587628346477,0.25234243417100005,0.3282971738351018
0.6456610903242671,0.1675617435486851,0.4509803833141102,0.09193420957796687,0.10237004578721966,0.1549697783617386,0.1026804123499628,0.18199208370043965,0.2914887415126957
0.6270660509229276,0.22126743058352005,0.3529411695501732,,0.1194981079228245,,0.11814432987254755,0.2429586637231604,0.4214884649172629
0.2479338586845192,0.5832437611983069,0.490196068819685,0.11994541405875367,0.11232822144745504,0.14968099394310938,0.11567010306893401,0.2504573017149609,0.21999953191542146
0.7355371140974056,0.1600429473638082,0.058823528258362186,0.10967463908246518,0.10037841065517257,0.11064472799608424,0.09917525771151024,0.29961736698522845,0.2834036523320516
0.7241734789076986,0.022556388554630748,0.8431372383698581,0.07713854772401284,0.08464449311200069,0.07295164539347282,0.08556701029163566,0.2441386170011997,0.6642539058413403
0.6745867071707944,0.1611170611045047,0.6274509680891968,0.14637649931241914,0.1461860186922553,0.21465748822912545,0.14948453605165266,0.2132713185265721,0.2217016559534518
0.5888429143757319,0.15252415117893128,0.7450980246059211,0.09261653378967837,0.08962358094211838,0.0759738079184038,0.08350515462195769,0.5049432013081981,0.9999999999978724
0.6642561297256068,0.11493017025454673,0.3333333267973857,0.07002801120196696,0.050587532353995705,0.06589993283530055,0.05628865978220852,0.6410427826621715,0.9999999999978724
0.6188015889667771,0.14070890003126768,0.6862744963475589,0.042663219132275255,0.043019318852216826,0.06312961718744714,0.045154639165947495,0.34083194805189365,0.22659526256278906
0.20351237567020888,0.56283560012507,,0.10378510378137668,,0.10183008729836886,0.10391752575176956,0.12350410375880752,
0.4628098695444351,0.4479054298705232,0.98039213763937,0.05135387488144244,0.045608444523878015,,,0.1839749637653105,0.08531896740627079
0.6043387805435134,0.156820606141718,,0.03526538820529823,0.03883688507491796,0.0417226326358527,0.039999999991752584,,0.7293601502960008
0.5072313525587439,0.3254564634310996,0.6274509680891968,0.07609710550613744,0.09599681336466903,0.1434687709751957,0.10391752575176956,0.08788208231172538,0.06170199637859983
0.611570184755146,0.1729323122521683,0.8627450811226455,0.05487323134184898,0.06154152558025462,0.06396910677770573,0.0641237113269848,0.21389969601191847,0.4372331122690436
0.13842973776552325,0.6970998177121571,0.3921568550557479,,0.04620593506349215,0.0485224983169474,0.05278350514375597,0.0880775775293887,
0.6497933213023431,0.16326528858589842,0.09803921376393697,0.0693097751896391,0.10515833497208556,0.13104432503936833,0.10123711338118822,0.17347407778796606,0.21489315980133045
0.5568181242956479,0.17400642599286478,0.5098039115724724,0.06848380377546205,0.050786695867200415,0.05985560778543857,0.04927835050530343,0.4261097547854612,
0.3295454205015057,0.7153597513040004,0.1764705847750866,0.07918552035914725,0.1057558255116997,0.08050705170580028,0.10453608245267296,,0.2185101733821449
0.7055784395063589,0.16541351606729138,0.4705882260668976,0.15215829921165847,0.17665803621257556,0.19274680992337584,0.14371134017655435,0.18979094649079453,0.17425494839335606
0.5836776256531381,0.1815252221777417,0.3333333267973857,0.22013933777849104,0.2119099780498088,0.2507555406102455,0.21216494840986289,0.3464245076714767,0.5138286939804089
0.5950412608428451,0.17400642599286478,0.4313725405613227,0.0740860446716194,0.11252738496065974,0.14993284082018696,0.11298969069835264,0.17379524850269867,0.3659566681765231
0.5960743185873629,0.156820606141718,0.3529411695501732,0.03153056094119333,0.055367456670908685,0.032824042979111484,0.05505154638040174,0.04578777276557519,0.595743413310619
0.5010330060916307,0.4854994107949078,0.41176469780853536,0.07853910794805218,0.09380601471941724,,0.058350515451886485,0.1849803677418648,0.15468052195600715
0.6280991086674469,0.156820606141718,0.8235293956170707,0.057889822593626024,,,,0.11259826340201755,0.26042497781864204
0.5754131636969861,0.18259933591843894,0.490196068819685,,0.04102768372016975,0.06665547346653329,0.048865979371367836,0.3350997489911225,0.3810630190140424
0.25826443612970684,0.642320016936625,0.490196068819685,,0.1880103564652439,0.18267293484027256,0.19257731954792215,0.21418595686635414,
0.007231404211631087,0.8818473811119891,0.6274509680891968,0.03777921424844576,0.043019318852216826,0.053139691063369736,0.047628865969561056,0.1279167101003512,
0.6311982819010035,0.14393124125335713,0.7058823391003464,0.032607914959685125,0.032861979678776736,0.04659167225935261,0.03505154638452545,0.2581584168964841,0.3140418850165977
0.2293388192831796,0.5424274390518321,0.6666666535947715,0.0735473676623735,0.0689105755688288,0.08210208192729163,0.07113402060388989,0.28161086104402405,0.35893540651964795
0.6322313396455228,0.1697099710300781,0.4509803833141102,0.039538892478649036,0.06671977692357701,0.04667562121837848,0.06515463916182378,0.14906510346828766,0.23765906880998625
0.6177685312222592,0.17722876721495498,0.6470588108419841,0.2938303526433301,0.2350129455815549,0.2617528542426332,0.2360824741781273,0.4610684888868998,0.9195725115458911
0.600206549565439,0.156820606141718,0.7843137101114959,0.04093945270268837,,0.04516453995591298,0.050721649474078014,0.2488095563089414,0.6827645047549201
0.6280991086674469,0.13856067254987395,0.8431372383698581,0.06022408963369159,0.07767377014983592,0.08965748823961907,0.07814432988079498,0.16390179409452238,0.2814887627892675
0.7334709986083668,0.156820606141718,0.6078431253364094,,0.0770762796102218,0.08478844861611917,0.07835051544776278,0.4110496410533255,0.4408501258498581
0.6136363002441833,0.1600429473638082,0.5686274398308345,0.11082381670218976,0.2515435171775456,0.21087978507296173,0.2501030927319375,0.07129989867063953,0.8138280556832563
0.3502065753918825,0.5327604153855623,0.3333333267973857,0.10073260072898324,,0.14506380119668705,0.14577319584623233,,0.2699994255325627
0.7603304999658569,0.13104187636499706,0.21568627028066134,0.024312289017298268,0.024696275637383733,0.034503022159628687,0.021649484531618662,0.09636517836390192,0.0568083897692626
0.7241734789076986,0.16541351606729138,0.4313725405613227,0.06808877396868172,0.08922525391570897,0.09553391537142933,0.07278350513963226,0.10706155955890974,0.09191469805363836
0.5495867200840154,0.24167559165675706,0.1372548992695118,0.017381311498334363,0.02091216888649429,0.017293485559327276,,0.2342940363974393,0.20914849117297804
0.3006198036549784,0.5832437611983069,0.6078431253364094,,0.13563035249240582,0.13591336466286824,0.13237113399332553,0.2350760172680926,0.21106338071576214
0.6487602635578237,0.14715358247544735,0.6666666535947715,0.06837606837361286,,0.08671927467371396,0.07443298967537464,0.23821092272276526,0.3951055423277927
0.18801650950242588,0.5585391451622832,0.9999999803921572,0.096602743658098,0.1539533957072389,0.1187877770215927,0.15010309275255607,0.20426457456994024,0.5212754866467917
0.20557849115924606,0.5961331260866669,0.5294117543252598,0.11053652229725862,0.14499103761302706,0.1343183344413769,0.13072164945758316,0.1693128224405609,0.15680817700354507
0.1580578349113807,0.6283565383075684,0.5686274398308345,0.07451698627901612,0.07966540528188301,0.09511417057630002,0.08164948451924753,0.14844370795500064,0.26021221231388825
0.6177685312222592,0.1686358572893816,0.5490195970780472,0.13445378150777654,0.2399920334116725,0.1928307588824017,0.2113402061419917,0.14599303576214964,0.371275805795368
0.5981404340764017,0.15896883362311096,0.3921568550557479,0.12982115922826182,0.19836685915188867,0.12306917393191158,0.2016494844945053,0.2752433025258471,0.7606366794948082
0.22623964604962296,0.5445756665332259,0.37254901230296056,0.05857214680533749,0.08842859986289013,0.07001343182756771,0.08762886596131363,0.200843408260832,0.680849615212136
0.662190014236568,0.1643394023265949,0.3137254840445984,0.2805429864152645,0.3222465643652168,,0.3136082473580189,0.2212586945625309,0.3206376156639653
0.7293387676302924,0.023630502295327236,0.6862744963475589,0.053508582918426036,0.050189205327586285,0.05389523169460248,0.05628865978220852,0.2219987836008278,0.4363820502500284
0.6229338199448531,0.14285712751266064,0.7647058673587085,,,0.17402619206060896,0.0954639175060899,0.1170667255200365,0.14446777772782513
0.7572313267323003,0.026852843517417447,0.6470588108419841,0.06252244487314075,0.055367456670908685,0.06287777031036956,0.0571134020500797,0.30261961497077244,0.2878717279318813
0.6012396073099568,0.1707840847707746,0.6470588108419841,,0.09619597687787372,0.0936870382728604,0.09443298967125092,0.23439876597833034,
0.2561983206406696,0.4693877046844567,0.3333333267973857,0.03731236084043265,0.06671977692357701,0.08478844861611917,0.0635051546260814,0.09367711912103116,0.3006376582171088
0.4731404469896228,0.5048334581274483,,0.18182144652079932,0.19418442537458985,0.18980859635747074,,0.14409393936199158,0.1980846849257808
0.5165288722594137,0.34371639702294365,0.6666666535947715,0.057243410182530936,,0.11971121557087715,0.08103092781834413,0.0698965222866992,0.056382858759755024
0.5433883736169037,0.3029000748764689,0.7450980246059211,0.07914960855853086,0.10675164307772322,0.12533579582560986,0.08865979379615263,0.06447152999654182,0.03999991489371299
0.7324379408638491,0.0171858198511468,0.9999999803921572,,0.11013742280220326,,0.10061855668028484,0.08677194875428004,0.352765206881788
0.5991734918209196,0.1729323122521683,0.6470588108419841,0.06532356532121944,0.08683529175725248,0.07034922766367115,0.08494845359073228,0.21015735898807766,0.460424552287207
0.6053718382880328,0.1707840847707746,0.37254901230296056,0.14580191050255684,0.21031666994417114,0.13549361986773895,0.20247422676237645,0.17882925035752936,0.4814883372578325
0.22004129958250976,0.5445756665332259,0.7647058673587085,0.014652014651488472,0.01911969726765192,0.0202316991252324,0.014845360821681369,0.22412130310688685,0.4214884649172629
0.2190082418379919,0.5252416192006854,0.7058823391003464,0.05573511455664242,0.06532563233114408,0.11433848219322207,0.06556701029575937,0.12929914056811329,0.2753185631514075
0.6219007622003336,0.1697099710300781,0.7647058673587085,0.07541478129442596,0.07249551880651353,0.08185023505021405,0.07567010307718143,0.3253180061358967,0.7242537781819097
0.2365702234948121,0.5069816856088413,0.4509803833141102,0.043668749549534265,0.05118502289360983,0.055993955670248986,,0.3017957422677627,0.5382967270270951
0.6260329931784097,0.16648762980798787,0.8823529238754331,0.12077138547293073,0.16211909974863192,0.23589657486266816,0.1665979381099798,0.16124864471194866,0.3125525264833212
0.5340908539162339,0.3823844916880247,0.3921568550557479,0.08069381598503578,0.07369049988574178,0.09419073202701556,0.07567010307718143,0.1728247543864414,0.17808472747892434
0.7076445549953961,0.14285712751266064,0.6078431253364094,0.044494720963711314,0.034256124271209686,,0.03608247421936443,0.20870510879972154,0.6044667990055245
0.32644624726794913,0.5413533253111357,0.8039215528642834,0.06331250448670141,0.05775741882936517,0.07538616520522279,0.05814432988491869,0.22404450141423332,0.3008504237218626
0.2882231107207535,0.6444682444180188,0.9999999803921572,0.0574947927868457,0.08225453095354421,0.049613834784283585,0.07793814431382719,0.0961696831462386,0.26957389452305514
0.7438015760535559,0.0010741137406964842,0.4313725405613227,0.06801695036744894,0.0663214498971676,0.11492612490640312,0.06907216493421192,0.2380503373653989,0.22297824898197452
0.2252065883051051,0.5381309840890455,0.2941176412918109,0.0671191553520391,0.06612228638396289,0.12071860307918747,0.06989690720208311,0.31750517940142303,0.3908502322327169
0.2231404728160664,0.4983887756832679,0.2745097985390236,0.06984845219888498,0.06492730530473463,0.06707521826166259,0.06577319586272717,0.5026950063050699,0.7763813268465889
0.12190081385322235,0.6326529932703552,0.5882352825836219,0.029842706312222838,0.04202350128619328,0.02157488246964617,0.027628865973684767,0.1175484815921354,0.17553154142187882
0.292355341698828,0.6605799505284691,0.1764705847750866,0.10881275586767174,0.10396335389285732,0.16025856278036782,,0.16846102184931355,0.13170184744259755
0.6921486888276146,0.14070890003126768,0.3529411695501732,0.08791208790893082,0.121888070081281,0.1779717931348244,0.12474226801551705,0.10889781821053314,0.1676592177459885
0.6146693579887026,0.15896883362311096,0.5882352825836219,0.0617682970601965,0.14220274842816116,0.16882135660100558,0.12948453605577634,0.11107619349306737,0.3485098967867121
0.4586776385663591,0.4543501123147029,0.7254901818531337,0.0800114917733243,0.0635331607123017,0.06329751510549886,0.0637113401930492,0.3826120688553705,0.27680792168468404
0.6590908410030114,0.13748655880917746,,0.0007541478129442597,,,0.0010309278348389838,0.3223855778709468,0.680849615212136
0.6291321664119662,0.12996776262430054,0.7450980246059211,0.14547870429700932,0.2148974307478794,,0.2103092783071527,0.11549578180667047,0.4095735966510506
0.2861569952317148,0.6487646993808055,0.3333333267973857,0.053400847516576866,0.06154152558025462,0.08722296842786913,0.061649484523371226,0.1163406004258584,
0.4545454075882847,0.19656281454749552,0.2549019557862362,0.08198664080722594,0.12826130250383164,,0.12577319585035604,0.10387079832776183,0.015957412856534438
0.2541322051516309,0.6412459031959286,0.1176470565167244,0.06295338648053747,0.10097590119478672,0.3740765614192347,0.1028865979169306,0.05500397588398924,0.595743413310619
0.7097106704844349,0.16541351606729138,0.6078431253364094,0.1133017309447209,0.13065126466228813,0.15572531899297135,0.13525773193087468,0.1717565126613525,0.15148903938470026
0.16942147010108774,0.6090224909750279,0.3333333267973857,0.10446742799308814,0.09460266877223608,0.10543989253648088,,0.3077234365461972,0.3372333250347611
0.6311982819010035,0.1707840847707746,0.6862744963475589,0.10590390001774387,0.15952997407697073,0.23698791133000435,0.1606185566679137,0.13574350077894373,0.26872283250403994
0.2592974938742262,0.7314714574144515,,0.0923651511853636,0.08544114716481953,0.09041302887085184,0.0832989690549899,0.11497911587427452,0.11808485513835484
0.7613635577103762,0.17937699469634874,,0.1477052359352257,0.15733917543171894,0.046171927464223314,0.04391752576414072,0.2766187510215498,0.4180842168412023
0.6229338199448531,0.22126743058352005,0.058823528258362186,0.5144006320292178,0.4260107547448694,,0.37134020610900204,0.3283202541214407,0.4093608311462968
0.1838842785243514,0.5596132589029797,0.9999999803921572,0.10762766644733077,0.11212905793425032,0.12222968434165295,0.10494845358660856,0.23342827186207316,
0.2737603022974898,0.5725026237913398,0.0784313710111496,,0.44732125065777306,0.3570349227369849,0.3540206184837071,0.4348092919714792,
0.6301652241564841,0.15145003743823404,0.7058823391003464,0.04165768871501625,0.056562437750136925,0.10888179985654113,0.055876288648272925,,0.28851002444614265
0.6373966283681167,0.13641244506848094,0.4705882260668976,0.13186813186339624,0.18860784700485805,0.235392881108513,0.17628865975746624,0.18616032101990407,0.26233986736142617
0.6528924945358983,0.15467237866032427,0.6274509680891968,0.06137326725341617,0.07070304718767116,0.1455674949508422,0.07628865977808481,0.2477971703603277,0.2634036948851951
0.7272726521412551,0.15789471988241446,0.2549019557862362,0.10913596207321928,0.08364867554597716,0.12986903961300628,0.08536082472466787,0.3919818753590916,0.414254437755634
0.7138429014625094,0.14178301377196414,0.3137254840445984,0.09530991883590784,0.07727544312342652,0.1009066487490844,0.07463917524234243,0.3271403008434013,0.3857438601186258
0.20661154890376549,0.5295380741634721,0.8431372383698581,0.011635423399711431,0.014538936463943646,0.010997313632387734,0.01402061855381018,0.2857930623076074,0.4761691996389876
0.3119834388446855,0.5789473062355203,0.8431372383698581,0.07828772534373743,0.0930093606665984,0.10527199461842916,0.08865979379615263,0.06119000312862169,0.06212752738810741
0.7396693450754801,0.024704616036023717,0.6862744963475589,0.0768153415184653,0.07189802826689941,0.07488247145106762,0.07319587627356786,0.28216243683671705,0.30659509235021504
0.6549586100249369,0.14178301377196414,0.5686274398308345,,0.04102768372016975,0.04197447951293029,0.04350515463020512,0.5025274389756442,0.6848921598024581
0.23760328123933,0.5059075718681448,,0.02704158586414417,0.028281218875068462,,0.02865979380852375,0.23342827186207316,0.4946797985525676
0.6694214184482006,0.10418903284757958,0.5294117543252598,0.1213818860834094,0.0977892849835114,0.09326729347773108,0.09505154637215432,0.4569142155115541,0.9999999999978724
0.18285122077983204,0.5477980077553161,0.2745097985390236,0.10317460317089802,0.14379605653379882,0.19450973806291894,,0.1894278839437055,0.5823391865111301
0.2809917065091209,0.6433941306773223,0.7450980246059211,0.08669108668797346,0.09500099579864547,0.0906648757479294,0.09628865977396107,0.15779256854254334,0.12042527569064655
0.6126032424996654,0.16326528858589842,0.8431372383698581,0.09487897722851113,0.16411073488067898,0.1908999328248069,0.14865979378378147,0.06971499101315466,0.38042472249978104
0.24586774319548044,0.5853919886797007,0.9999999803921572,0.08044243338072103,0.08623780121763835,0.11584956345568755,0.09711340204183228,0.14178988858238809,0.14765926029913198
0.5371900271497906,0.2953812786915919,0.196078427527874,0.25177763412153353,0.2885879306336212,0.2939892545085637,0.2849484535494952,0.19585828021041712,0.13531886102341206
0.7314048831193296,0.006444682444180431,0.490196068819685,0.05720749838191455,0.05437163910488515,0.22850906646839245,0.05051546390711021,,
0.5092974680477826,0.4038667665019582,0.37254901230296056,0.06722689075388827,0.05178251343322395,0.054650772325835234,0.05608247421524072,0.5836998461382817,0.44489267044018016
0.7210743056741419,0.20730395195446266,0.1372548992695118,0.1272355095838815,0.10695080659092794,0.09318334451870522,0.08536082472466787,0.32785944396552,
0.22417353056058573,0.5531685764587992,0.6078431253364094,0.0880557351113964,0.07209719178010413,0.08604768300150707,,0.3450420772037146,
0.2076446066482848,0.5961331260866669,0.8039215528642834,0.0574947927868457,0.04959171478797217,0.04659167225935261,0.04907216493833563,0.2327719664884891,0.2912759760079419
0.19834708694761505,0.5767990787541265,0.8235293956170707,0.06650865474156041,0.07627962555740297,0.06581598387627469,,0.17312497918499578,0.23744630330523245
